InvoiceNo,PO_No,InvoiceSubTotal,InvoiceTax,InvoiceTotal,PO_Amount,ExpectedDate,PaymentDueDate,VendorName,Invoice_LineItems,PO_LineItems,IsFraud
INV-101089,PO-201089,308.5,0.12,345.52,345.52,2025-08-21 04:03:25.032576,2025-09-20 04:03:25.032576,Vendor_8,ItemList,POList,0
INV-101090,PO-201090,948.46,0.12,1069.78,1069.78,2025-09-02 04:03:25.032581,2025-10-02 04:03:25.032581,Vendor_16,ItemList,POList,1
INV-101091,PO-201091,684.68,0.07,748.83,748.83,2025-08-15 04:03:25.032586,2025-09-14 04:03:25.032586,Vendor_19,ItemList,POList,1
INV-101092,PO-201092,646.96,0.07,692.25,692.25,2025-08-26 04:03:25.032591,2025-09-25 04:03:25.032591,Vendor_5,ItemList,POList,0
INV-101093,PO-201093,561.42,0.1,617.56,617.56,2025-08-16 04:03:25.032597,2025-09-15 04:03:25.032597,Vendor_8,ItemList,POList,0
INV-101094,PO-201094,307.6,0.14,350.66,350.66,2025-08-16 04:03:25.032602,2025-09-15 04:03:25.032602,Vendor_15,ItemList,POList,0
INV-101095,PO-201095,258.88,0.05,271.82,271.82,2025-08-08 04:03:25.032607,2025-09-07 04:03:25.032607,Vendor_9,ItemList,POList,0
INV-101096,PO-201096,298.44,0.13,337.24,337.24,2025-08-13 04:03:25.032612,2025-09-12 04:03:25.032612,Vendor_15,ItemList,POList,0
INV-101097,PO-201097,267.79,0.06,283.86,283.86,2025-08-18 04:03:25.032617,2025-09-17 04:03:25.032617,Vendor_9,ItemList,POList,0
INV-101098,PO-201098,801.63,0.1,893.16,893.16,2025-08-16 04:03:25.032622,2025-09-15 04:03:25.032622,Vendor_1,ItemList,POList,1
INV-101099,PO-201099,415.11,0.11,473.37,473.37,2025-08-14 04:03:25.032627,2025-09-13 04:03:25.032627,Vendor_15,ItemList,POList,1
INV-101100,PO-201100,152.06,0.12,170.31,170.31,2025-08-12 04:03:25.032633,2025-09-11 04:03:25.032633,Vendor_10,ItemList,POList,0
INV-101101,PO-201101,972.19,0.06,1030.52,1030.52,2025-08-27 04:03:25.032639,2025-09-26 04:03:25.032639,Vendor_18,ItemList,POList,0
INV-101102,PO-201102,895.41,0.09,976.0,976.0,2025-08-07 04:03:25.032644,2025-09-06 04:03:25.032644,Vendor_6,ItemList,POList,0
INV-101103,PO-201103,934.98,0.11,1074.28,1074.28,2025-08-31 04:03:25.032650,2025-09-30 04:03:25.032650,Vendor_3,ItemList,POList,1
INV-101104,PO-201104,995.42,0.06,1055.15,1055.15,2025-08-17 04:03:25.032655,2025-09-16 04:03:25.032655,Vendor_15,ItemList,POList,0
INV-101105,PO-201105,256.51,0.06,284.98,284.98,2025-08-20 04:03:25.032660,2025-09-19 04:03:25.032660,Vendor_12,ItemList,POList,1
INV-101106,PO-201106,456.62,0.12,511.41,511.41,2025-08-29 04:03:25.032665,2025-09-28 04:03:25.032665,Vendor_19,ItemList,POList,0
INV-101107,PO-201107,782.41,0.1,896.81,896.81,2025-08-17 04:03:25.032670,2025-09-16 04:03:25.032670,Vendor_10,ItemList,POList,1
INV-101108,PO-201108,726.42,0.07,777.27,777.27,2025-08-17 04:03:25.032675,2025-09-16 04:03:25.032675,Vendor_14,ItemList,POList,0
INV-101109,PO-201109,238.51,0.1,262.36,262.36,2025-08-23 04:03:25.032681,2025-09-22 04:03:25.032681,Vendor_9,ItemList,POList,0
INV-101110,PO-201110,834.25,0.14,951.04,951.04,2025-08-26 04:03:25.032686,2025-09-25 04:03:25.032686,Vendor_15,ItemList,POList,0
INV-101111,PO-201111,302.0,0.05,337.92,337.92,2025-09-03 04:03:25.032691,2025-10-03 04:03:25.032691,Vendor_10,ItemList,POList,1
INV-101112,PO-201112,301.44,0.11,334.6,334.6,2025-08-22 04:03:25.032696,2025-09-21 04:03:25.032696,Vendor_7,ItemList,POList,0
INV-101113,PO-201113,583.28,0.06,618.28,618.28,2025-08-12 04:03:25.032701,2025-09-11 04:03:25.032701,Vendor_13,ItemList,POList,0
INV-101114,PO-201114,633.65,0.05,705.2,705.2,2025-08-05 04:03:25.032706,2025-09-04 04:03:25.032706,Vendor_16,ItemList,POList,1
INV-101115,PO-201115,622.08,0.07,665.63,665.63,2025-08-21 04:03:25.032712,2025-09-20 04:03:25.032712,Vendor_4,ItemList,POList,0
INV-101116,PO-201116,182.34,0.09,210.91,210.91,2025-08-28 04:03:25.032717,2025-09-27 04:03:25.032717,Vendor_8,ItemList,POList,1
INV-101117,PO-201117,889.71,0.13,1005.37,1005.37,2025-08-13 04:03:25.032722,2025-09-12 04:03:25.032722,Vendor_13,ItemList,POList,0
INV-101118,PO-201118,339.04,0.08,366.16,366.16,2025-08-14 04:03:25.032727,2025-09-13 04:03:25.032727,Vendor_19,ItemList,POList,0
INV-101119,PO-201119,216.56,0.11,246.43,246.43,2025-08-13 04:03:25.032732,2025-09-12 04:03:25.032732,Vendor_12,ItemList,POList,1
INV-101120,PO-201120,899.87,0.09,980.86,980.86,2025-08-16 04:03:25.032737,2025-09-15 04:03:25.032737,Vendor_19,ItemList,POList,0
INV-101121,PO-201121,960.09,0.07,1027.3,1027.3,2025-08-28 04:03:25.032743,2025-09-27 04:03:25.032743,Vendor_10,ItemList,POList,0
INV-101122,PO-201122,875.91,0.1,963.5,963.5,2025-08-14 04:03:25.032748,2025-09-13 04:03:25.032748,Vendor_10,ItemList,POList,0
INV-101123,PO-201123,828.56,0.13,945.29,945.29,2025-09-02 04:03:25.032753,2025-10-02 04:03:25.032753,Vendor_1,ItemList,POList,1
INV-101124,PO-201124,689.72,0.13,779.38,779.38,2025-08-12 04:03:25.032758,2025-09-11 04:03:25.032758,Vendor_13,ItemList,POList,0
INV-101125,PO-201125,595.77,0.13,673.22,673.22,2025-08-08 04:03:25.032763,2025-09-07 04:03:25.032763,Vendor_9,ItemList,POList,0
INV-101126,PO-201126,178.29,0.08,241.03,241.03,2025-08-28 04:03:25.032768,2025-09-27 04:03:25.032768,Vendor_1,ItemList,POList,1
INV-101127,PO-201127,467.61,0.13,528.4,528.4,2025-08-18 04:03:25.032773,2025-09-17 04:03:25.032773,Vendor_19,ItemList,POList,0
INV-101128,PO-201128,435.42,0.07,495.11,495.11,2025-09-02 04:03:25.032779,2025-10-02 04:03:25.032779,Vendor_2,ItemList,POList,1
INV-101129,PO-201129,333.78,0.12,406.15,406.15,2025-08-11 04:03:25.032784,2025-09-10 04:03:25.032784,Vendor_20,ItemList,POList,1
INV-101130,PO-201130,751.08,0.14,904.75,904.75,2025-08-29 04:03:25.032789,2025-09-28 04:03:25.032789,Vendor_16,ItemList,POList,1
INV-101131,PO-201131,546.29,0.05,573.6,573.6,2025-08-14 04:03:25.032794,2025-09-13 04:03:25.032794,Vendor_10,ItemList,POList,0
INV-101132,PO-201132,172.94,0.09,188.5,188.5,2025-09-03 04:03:25.032799,2025-10-03 04:03:25.032799,Vendor_8,ItemList,POList,0
INV-101133,PO-201133,298.16,0.11,330.96,330.96,2025-08-28 04:03:25.032804,2025-09-27 04:03:25.032804,Vendor_20,ItemList,POList,0
INV-101134,PO-201134,714.93,0.12,840.64,840.64,2025-09-01 04:03:25.032810,2025-10-01 04:03:25.032810,Vendor_12,ItemList,POList,1
INV-101135,PO-201135,168.52,0.07,190.39,190.39,2025-08-14 04:03:25.032815,2025-09-13 04:03:25.032815,Vendor_8,ItemList,POList,1
INV-101136,PO-201136,866.09,0.15,996.0,996.0,2025-08-19 04:03:25.032820,2025-09-18 04:03:25.032820,Vendor_7,ItemList,POList,0
INV-101137,PO-201137,545.63,0.11,629.63,629.63,2025-08-19 04:03:25.032826,2025-09-18 04:03:25.032826,Vendor_20,ItemList,POList,1
INV-101138,PO-201138,532.53,0.07,569.81,569.81,2025-08-06 04:03:25.032831,2025-09-05 04:03:25.032831,Vendor_9,ItemList,POList,0
INV-101139,PO-201139,633.17,0.05,706.79,706.79,2025-08-28 04:03:25.032836,2025-09-27 04:03:25.032836,Vendor_5,ItemList,POList,1
INV-101140,PO-201140,842.21,0.13,951.7,951.7,2025-09-03 04:03:25.032841,2025-10-03 04:03:25.032841,Vendor_4,ItemList,POList,0
INV-101141,PO-201141,413.03,0.06,472.74,472.74,2025-08-20 04:03:25.032846,2025-09-19 04:03:25.032846,Vendor_2,ItemList,POList,1
INV-101142,PO-201142,710.21,0.06,767.53,767.53,2025-08-28 04:03:25.032851,2025-09-27 04:03:25.032851,Vendor_10,ItemList,POList,1
INV-101143,PO-201143,609.16,0.11,717.42,717.42,2025-08-14 04:03:25.032857,2025-09-13 04:03:25.032857,Vendor_15,ItemList,POList,1
INV-101144,PO-201144,340.33,0.11,407.91,407.91,2025-09-02 04:03:25.032862,2025-10-02 04:03:25.032862,Vendor_2,ItemList,POList,1
INV-101145,PO-201145,890.77,0.12,997.66,997.66,2025-08-30 04:03:25.032867,2025-09-29 04:03:25.032867,Vendor_19,ItemList,POList,0
INV-101146,PO-201146,817.68,0.09,891.27,891.27,2025-08-29 04:03:25.032872,2025-09-28 04:03:25.032872,Vendor_12,ItemList,POList,0
INV-101147,PO-201147,692.61,0.13,823.12,823.12,2025-08-19 04:03:25.032877,2025-09-18 04:03:25.032877,Vendor_5,ItemList,POList,1
INV-101148,PO-201148,865.52,0.15,995.35,995.35,2025-09-01 04:03:25.032882,2025-10-01 04:03:25.032882,Vendor_3,ItemList,POList,0
INV-101149,PO-201149,880.56,0.08,951.0,951.0,2025-08-23 04:03:25.032888,2025-09-22 04:03:25.032888,Vendor_10,ItemList,POList,0
INV-101150,PO-201150,737.53,0.12,826.03,826.03,2025-08-28 04:03:25.032893,2025-09-27 04:03:25.032893,Vendor_11,ItemList,POList,0
INV-101151,PO-201151,853.31,0.14,972.77,972.77,2025-08-28 04:03:25.032898,2025-09-27 04:03:25.032898,Vendor_14,ItemList,POList,0
INV-101152,PO-201152,727.72,0.12,815.05,815.05,2025-08-14 04:03:25.032903,2025-09-13 04:03:25.032903,Vendor_6,ItemList,POList,0
INV-101153,PO-201153,712.13,0.12,797.59,797.59,2025-08-24 04:03:25.032908,2025-09-23 04:03:25.032908,Vendor_7,ItemList,POList,0
INV-101154,PO-201154,656.75,0.07,735.91,735.91,2025-08-19 04:03:25.032914,2025-09-18 04:03:25.032914,Vendor_5,ItemList,POList,1
INV-101155,PO-201155,777.44,0.1,855.18,855.18,2025-08-25 04:03:25.032919,2025-09-24 04:03:25.032919,Vendor_18,ItemList,POList,0
INV-101156,PO-201156,242.74,0.11,295.27,295.27,2025-09-02 04:03:25.032924,2025-10-02 04:03:25.032924,Vendor_12,ItemList,POList,1
INV-101157,PO-201157,892.78,0.12,1037.7,1037.7,2025-08-06 04:03:25.032929,2025-09-05 04:03:25.032929,Vendor_17,ItemList,POList,1
INV-101158,PO-201158,884.66,0.15,1061.31,1061.31,2025-08-18 04:03:25.032935,2025-09-17 04:03:25.032935,Vendor_17,ItemList,POList,1
INV-101159,PO-201159,126.32,0.05,132.64,132.64,2025-08-19 04:03:25.032940,2025-09-18 04:03:25.032940,Vendor_9,ItemList,POList,0
INV-101160,PO-201160,843.24,0.06,893.83,893.83,2025-08-26 04:03:25.032945,2025-09-25 04:03:25.032945,Vendor_6,ItemList,POList,0
INV-101161,PO-201161,215.98,0.06,254.89,254.89,2025-08-14 04:03:25.032950,2025-09-13 04:03:25.032950,Vendor_9,ItemList,POList,1
INV-101162,PO-201162,401.61,0.12,449.8,449.8,2025-09-03 04:03:25.032955,2025-10-03 04:03:25.032955,Vendor_16,ItemList,POList,0
INV-101163,PO-201163,769.16,0.06,821.65,821.65,2025-08-13 04:03:25.032960,2025-09-12 04:03:25.032960,Vendor_10,ItemList,POList,1
INV-101164,PO-201164,244.68,0.11,271.59,271.59,2025-08-23 04:03:25.032966,2025-09-22 04:03:25.032966,Vendor_11,ItemList,POList,0
INV-101165,PO-201165,836.17,0.08,934.76,934.76,2025-08-10 04:03:25.032971,2025-09-09 04:03:25.032971,Vendor_4,ItemList,POList,1
INV-101166,PO-201166,848.92,0.1,942.88,942.88,2025-08-12 04:03:25.032976,2025-09-11 04:03:25.032976,Vendor_15,ItemList,POList,1
INV-101167,PO-201167,556.72,0.07,615.29,615.29,2025-08-06 04:03:25.032981,2025-09-05 04:03:25.032981,Vendor_3,ItemList,POList,1
INV-101168,PO-201168,105.75,0.14,150.3,150.3,2025-08-30 04:03:25.032986,2025-09-29 04:03:25.032986,Vendor_5,ItemList,POList,1
INV-101169,PO-201169,358.33,0.11,418.28,418.28,2025-08-05 04:03:25.032991,2025-09-04 04:03:25.032991,Vendor_8,ItemList,POList,1
INV-101170,PO-201170,655.23,0.14,764.6,764.6,2025-08-17 04:03:25.032996,2025-09-16 04:03:25.032996,Vendor_13,ItemList,POList,1
INV-101171,PO-201171,983.07,0.11,1091.21,1091.21,2025-08-10 04:03:25.033001,2025-09-09 04:03:25.033001,Vendor_18,ItemList,POList,0
INV-101172,PO-201172,668.63,0.06,714.65,714.65,2025-08-07 04:03:25.033007,2025-09-06 04:03:25.033007,Vendor_12,ItemList,POList,1
INV-101173,PO-201173,333.82,0.07,357.19,357.19,2025-09-02 04:03:25.033012,2025-10-02 04:03:25.033012,Vendor_3,ItemList,POList,0
INV-101174,PO-201174,670.61,0.15,788.32,788.32,2025-08-06 04:03:25.033017,2025-09-05 04:03:25.033017,Vendor_13,ItemList,POList,1
INV-101175,PO-201175,585.99,0.12,678.62,678.62,2025-08-31 04:03:25.033022,2025-09-30 04:03:25.033022,Vendor_1,ItemList,POList,1
INV-101176,PO-201176,801.86,0.05,860.01,860.01,2025-08-14 04:03:25.033027,2025-09-13 04:03:25.033027,Vendor_9,ItemList,POList,1
INV-101177,PO-201177,196.28,0.12,253.11,253.11,2025-08-12 04:03:25.033032,2025-09-11 04:03:25.033032,Vendor_18,ItemList,POList,1
INV-101178,PO-201178,784.93,0.09,890.54,890.54,2025-08-13 04:03:25.033038,2025-09-12 04:03:25.033038,Vendor_4,ItemList,POList,1
INV-101179,PO-201179,587.14,0.08,634.11,634.11,2025-08-11 04:03:25.033043,2025-09-10 04:03:25.033043,Vendor_15,ItemList,POList,0
INV-101180,PO-201180,966.69,0.07,1074.45,1074.45,2025-08-29 04:03:25.033048,2025-09-28 04:03:25.033048,Vendor_12,ItemList,POList,1
INV-101181,PO-201181,407.68,0.13,460.68,460.68,2025-09-02 04:03:25.033053,2025-10-02 04:03:25.033053,Vendor_9,ItemList,POList,0
INV-101182,PO-201182,669.36,0.06,709.52,709.52,2025-09-01 04:03:25.033058,2025-10-01 04:03:25.033058,Vendor_19,ItemList,POList,0
INV-101183,PO-201183,938.83,0.08,1027.3,1027.3,2025-08-17 04:03:25.033063,2025-09-16 04:03:25.033063,Vendor_13,ItemList,POList,1
INV-101184,PO-201184,192.26,0.08,207.64,207.64,2025-08-11 04:03:25.033069,2025-09-10 04:03:25.033069,Vendor_12,ItemList,POList,0
INV-101185,PO-201185,943.51,0.07,1042.41,1042.41,2025-08-23 04:03:25.033074,2025-09-22 04:03:25.033074,Vendor_4,ItemList,POList,1
INV-101186,PO-201186,719.1,0.1,791.01,791.01,2025-08-05 04:03:25.033079,2025-09-04 04:03:25.033079,Vendor_8,ItemList,POList,0
INV-101187,PO-201187,161.05,0.05,169.1,169.1,2025-08-17 04:03:25.033084,2025-09-16 04:03:25.033084,Vendor_16,ItemList,POList,0
INV-101188,PO-201188,370.87,0.08,424.89,424.89,2025-08-21 04:03:25.033089,2025-09-20 04:03:25.033089,Vendor_1,ItemList,POList,1
INV-101189,PO-201189,737.35,0.14,840.58,840.58,2025-08-16 04:03:25.033094,2025-09-15 04:03:25.033094,Vendor_20,ItemList,POList,0
INV-101190,PO-201190,160.62,0.08,173.47,173.47,2025-08-25 04:03:25.033100,2025-09-24 04:03:25.033100,Vendor_18,ItemList,POList,0
INV-101191,PO-201191,623.95,0.09,680.11,680.11,2025-08-29 04:03:25.033109,2025-09-28 04:03:25.033109,Vendor_11,ItemList,POList,0
INV-101192,PO-201192,411.29,0.1,452.42,452.42,2025-08-30 04:03:25.033118,2025-09-29 04:03:25.033118,Vendor_20,ItemList,POList,0
INV-101193,PO-201193,658.82,0.11,731.29,731.29,2025-08-18 04:03:25.033125,2025-09-17 04:03:25.033125,Vendor_8,ItemList,POList,0
INV-101194,PO-201194,141.17,0.13,159.52,159.52,2025-08-20 04:03:25.033130,2025-09-19 04:03:25.033130,Vendor_3,ItemList,POList,0
INV-101195,PO-201195,884.38,0.07,965.82,965.82,2025-08-16 04:03:25.033135,2025-09-15 04:03:25.033135,Vendor_15,ItemList,POList,1
INV-101196,PO-201196,976.14,0.14,1139.52,1139.52,2025-08-26 04:03:25.033140,2025-09-25 04:03:25.033140,Vendor_10,ItemList,POList,1
INV-101197,PO-201197,971.99,0.13,1125.01,1125.01,2025-08-20 04:03:25.033145,2025-09-19 04:03:25.033145,Vendor_14,ItemList,POList,1
INV-101198,PO-201198,774.69,0.12,901.42,901.42,2025-08-06 04:03:25.033150,2025-09-05 04:03:25.033150,Vendor_4,ItemList,POList,1
INV-101199,PO-201199,217.08,0.06,230.1,230.1,2025-08-26 04:03:25.033155,2025-09-25 04:03:25.033155,Vendor_5,ItemList,POList,0
INV-101200,PO-201200,782.44,0.05,821.56,821.56,2025-08-31 04:03:25.033160,2025-09-30 04:03:25.033160,Vendor_2,ItemList,POList,0
INV-101201,PO-201201,122.13,0.11,165.73,165.73,2025-08-24 04:03:25.033165,2025-09-23 04:03:25.033165,Vendor_2,ItemList,POList,1
INV-101202,PO-201202,119.91,0.14,170.1,170.1,2025-08-29 04:03:25.033170,2025-09-28 04:03:25.033170,Vendor_10,ItemList,POList,1
INV-101203,PO-201203,391.25,0.11,434.29,434.29,2025-08-30 04:03:25.033179,2025-09-29 04:03:25.033179,Vendor_16,ItemList,POList,0
INV-101204,PO-201204,539.78,0.07,626.69,626.69,2025-08-23 04:03:25.033188,2025-09-22 04:03:25.033188,Vendor_4,ItemList,POList,1
INV-101205,PO-201205,793.37,0.06,882.44,882.44,2025-08-11 04:03:25.033196,2025-09-10 04:03:25.033196,Vendor_4,ItemList,POList,1
INV-101206,PO-201206,714.97,0.12,800.77,800.77,2025-08-30 04:03:25.033205,2025-09-29 04:03:25.033205,Vendor_8,ItemList,POList,0
INV-101207,PO-201207,501.31,0.12,579.61,579.61,2025-08-16 04:03:25.033211,2025-09-15 04:03:25.033211,Vendor_18,ItemList,POList,1
INV-101208,PO-201208,346.26,0.07,370.5,370.5,2025-08-18 04:03:25.033216,2025-09-17 04:03:25.033216,Vendor_5,ItemList,POList,0
INV-101209,PO-201209,997.41,0.05,1047.28,1047.28,2025-08-28 04:03:25.033221,2025-09-27 04:03:25.033221,Vendor_13,ItemList,POList,0
INV-101210,PO-201210,483.56,0.09,556.09,556.09,2025-08-22 04:03:25.033226,2025-09-21 04:03:25.033226,Vendor_15,ItemList,POList,1
INV-101211,PO-201211,506.25,0.11,561.94,561.94,2025-08-30 04:03:25.033231,2025-09-29 04:03:25.033231,Vendor_12,ItemList,POList,0
INV-101212,PO-201212,247.26,0.12,292.25,292.25,2025-08-11 04:03:25.033237,2025-09-10 04:03:25.033237,Vendor_18,ItemList,POList,1
INV-101213,PO-201213,815.33,0.13,949.67,949.67,2025-08-09 04:03:25.033242,2025-09-08 04:03:25.033242,Vendor_14,ItemList,POList,1
INV-101214,PO-201214,724.31,0.11,841.03,841.03,2025-08-05 04:03:25.033247,2025-09-04 04:03:25.033247,Vendor_19,ItemList,POList,1
INV-101215,PO-201215,298.69,0.06,316.61,316.61,2025-08-11 04:03:25.033252,2025-09-10 04:03:25.033252,Vendor_5,ItemList,POList,0
INV-101216,PO-201216,174.14,0.12,203.0,203.0,2025-08-20 04:03:25.033261,2025-09-19 04:03:25.033261,Vendor_14,ItemList,POList,1
INV-101217,PO-201217,712.45,0.15,830.5,830.5,2025-08-30 04:03:25.033269,2025-09-29 04:03:25.033269,Vendor_4,ItemList,POList,1
INV-101218,PO-201218,689.06,0.14,790.86,790.86,2025-08-28 04:03:25.033278,2025-09-27 04:03:25.033278,Vendor_16,ItemList,POList,1
INV-101219,PO-201219,345.93,0.14,394.36,394.36,2025-09-02 04:03:25.033288,2025-10-02 04:03:25.033288,Vendor_20,ItemList,POList,0
INV-101220,PO-201220,955.78,0.08,1054.28,1054.28,2025-08-20 04:03:25.033297,2025-09-19 04:03:25.033297,Vendor_14,ItemList,POList,1
INV-101221,PO-201221,235.95,0.13,306.15,306.15,2025-09-03 04:03:25.033306,2025-10-03 04:03:25.033306,Vendor_9,ItemList,POList,1
INV-101222,PO-201222,489.1,0.14,557.57,557.57,2025-08-21 04:03:25.033314,2025-09-20 04:03:25.033314,Vendor_2,ItemList,POList,0
INV-101223,PO-201223,949.25,0.12,1088.39,1088.39,2025-08-08 04:03:25.033319,2025-09-07 04:03:25.033319,Vendor_12,ItemList,POList,1
INV-101224,PO-201224,477.75,0.08,515.97,515.97,2025-08-20 04:03:25.033324,2025-09-19 04:03:25.033324,Vendor_7,ItemList,POList,0
INV-101225,PO-201225,674.67,0.15,775.87,775.87,2025-08-08 04:03:25.033329,2025-09-07 04:03:25.033329,Vendor_15,ItemList,POList,0
INV-101226,PO-201226,457.83,0.1,503.61,503.61,2025-08-09 04:03:25.033334,2025-09-08 04:03:25.033334,Vendor_15,ItemList,POList,0
INV-101227,PO-201227,346.79,0.06,367.6,367.6,2025-08-09 04:03:25.033340,2025-09-08 04:03:25.033340,Vendor_8,ItemList,POList,0
INV-101228,PO-201228,985.58,0.06,1044.71,1044.71,2025-08-24 04:03:25.033345,2025-09-23 04:03:25.033345,Vendor_12,ItemList,POList,0
INV-101229,PO-201229,468.4,0.11,519.92,519.92,2025-08-15 04:03:25.033350,2025-09-14 04:03:25.033350,Vendor_4,ItemList,POList,0
INV-101230,PO-201230,904.69,0.09,986.11,986.11,2025-08-18 04:03:25.033355,2025-09-17 04:03:25.033355,Vendor_12,ItemList,POList,0
INV-101231,PO-201231,306.96,0.06,325.38,325.38,2025-08-21 04:03:25.033360,2025-09-20 04:03:25.033360,Vendor_18,ItemList,POList,0
INV-101232,PO-201232,291.79,0.12,326.8,326.8,2025-08-13 04:03:25.033365,2025-09-12 04:03:25.033365,Vendor_12,ItemList,POList,0
INV-101233,PO-201233,128.02,0.13,144.66,144.66,2025-08-25 04:03:25.033371,2025-09-24 04:03:25.033371,Vendor_2,ItemList,POList,0
INV-101234,PO-201234,686.5,0.12,799.57,799.57,2025-09-03 04:03:25.033376,2025-10-03 04:03:25.033376,Vendor_13,ItemList,POList,1
INV-101235,PO-201235,431.67,0.07,461.89,461.89,2025-08-21 04:03:25.033381,2025-09-20 04:03:25.033381,Vendor_9,ItemList,POList,0
INV-101236,PO-201236,877.92,0.12,983.27,983.27,2025-08-23 04:03:25.033387,2025-09-22 04:03:25.033387,Vendor_7,ItemList,POList,0
INV-101237,PO-201237,525.89,0.05,552.18,552.18,2025-08-05 04:03:25.033396,2025-09-04 04:03:25.033396,Vendor_4,ItemList,POList,0
INV-101238,PO-201238,971.37,0.08,1080.62,1080.62,2025-08-17 04:03:25.033404,2025-09-16 04:03:25.033404,Vendor_15,ItemList,POList,1
INV-101239,PO-201239,266.97,0.09,291.0,291.0,2025-08-27 04:03:25.033411,2025-09-26 04:03:25.033411,Vendor_3,ItemList,POList,0
INV-101240,PO-201240,881.76,0.13,996.39,996.39,2025-08-30 04:03:25.033417,2025-09-29 04:03:25.033417,Vendor_7,ItemList,POList,0
INV-101241,PO-201241,798.94,0.09,870.84,870.84,2025-08-14 04:03:25.033427,2025-09-13 04:03:25.033427,Vendor_20,ItemList,POList,0
INV-101242,PO-201242,793.83,0.05,842.55,842.55,2025-09-02 04:03:25.033435,2025-10-02 04:03:25.033435,Vendor_1,ItemList,POList,1
INV-101243,PO-201243,860.3,0.09,937.73,937.73,2025-08-14 04:03:25.033444,2025-09-13 04:03:25.033444,Vendor_2,ItemList,POList,0
INV-101244,PO-201244,784.92,0.1,863.41,863.41,2025-08-11 04:03:25.033450,2025-09-10 04:03:25.033450,Vendor_11,ItemList,POList,0
INV-101245,PO-201245,663.6,0.14,769.35,769.35,2025-08-10 04:03:25.033460,2025-09-09 04:03:25.033460,Vendor_8,ItemList,POList,1
INV-101246,PO-201246,218.12,0.14,294.84,294.84,2025-08-29 04:03:25.033466,2025-09-28 04:03:25.033466,Vendor_5,ItemList,POList,1
INV-101247,PO-201247,129.27,0.07,163.96,163.96,2025-08-11 04:03:25.033470,2025-09-10 04:03:25.033470,Vendor_19,ItemList,POList,1
INV-101248,PO-201248,928.76,0.07,1017.61,1017.61,2025-08-09 04:03:25.033476,2025-09-08 04:03:25.033476,Vendor_7,ItemList,POList,1
INV-101249,PO-201249,654.99,0.07,700.84,700.84,2025-08-11 04:03:25.033481,2025-09-10 04:03:25.033481,Vendor_3,ItemList,POList,0
INV-101250,PO-201250,816.88,0.13,923.07,923.07,2025-08-19 04:03:25.033486,2025-09-18 04:03:25.033486,Vendor_18,ItemList,POList,0
INV-101251,PO-201251,533.37,0.05,560.04,560.04,2025-09-02 04:03:25.033491,2025-10-02 04:03:25.033491,Vendor_7,ItemList,POList,0
INV-101252,PO-201252,205.58,0.06,217.91,217.91,2025-09-02 04:03:25.033497,2025-10-02 04:03:25.033497,Vendor_19,ItemList,POList,0
INV-101253,PO-201253,212.67,0.1,233.94,233.94,2025-08-14 04:03:25.033502,2025-09-13 04:03:25.033502,Vendor_7,ItemList,POList,0
INV-101254,PO-201254,717.01,0.07,806.0,806.0,2025-08-24 04:03:25.033507,2025-09-23 04:03:25.033507,Vendor_8,ItemList,POList,1
INV-101255,PO-201255,487.28,0.06,516.52,516.52,2025-08-30 04:03:25.033512,2025-09-29 04:03:25.033512,Vendor_11,ItemList,POList,0
INV-101256,PO-201256,280.47,0.09,305.71,305.71,2025-08-17 04:03:25.033517,2025-09-16 04:03:25.033517,Vendor_5,ItemList,POList,0
INV-101257,PO-201257,542.44,0.08,592.87,592.87,2025-08-13 04:03:25.033522,2025-09-12 04:03:25.033522,Vendor_20,ItemList,POList,1
INV-101258,PO-201258,157.79,0.1,173.57,173.57,2025-08-10 04:03:25.033527,2025-09-09 04:03:25.033527,Vendor_1,ItemList,POList,0
INV-101259,PO-201259,623.77,0.15,717.34,717.34,2025-08-24 04:03:25.033533,2025-09-23 04:03:25.033533,Vendor_9,ItemList,POList,0
INV-101260,PO-201260,342.09,0.06,362.62,362.62,2025-08-25 04:03:25.033538,2025-09-24 04:03:25.033538,Vendor_5,ItemList,POList,0
